Start Time : 2023-04-21 17:11:27
Frame	Time	Battery voltage	Ignition switch condition	First EGR closed position (AD Conversion)	Fuel Temp Sensor (physical Value)	Turbine inlet temperature (physical value)	EGR valve duty cycle	Brake switch condition	State variable showing the condition of the engine	Coolant temp (physical value)	Engine speed	Number of MDP update failed	Number of MDP update succeed	Total soot mas inside the DPF calulated based on model	Transmission oil temp switch condition	Oil pressure	Pedal position	Atmospheric pressure	Pedal position from potentiometer track 1	Pedal position from potentiometer track 2	Hand pedal position from potentiometer track 1	Hand pedal position from potentiometer track 2	Fuel filter feedback (AD conversion)	Turbine inlet preesure (estimate)	SCR outlet temperature	EGR rate position (demand value)	Throttle valve duty cycle	After fuel quantity (demand)	Total fuel injection quantity	Main fuel injection quantity	Pilot 1 fuel inection quantity	Pilot 2 fuel inection quantity	Post 1 fuel inection quantity	Post 2 fuel inection quantity	Injection balancing delta speed of Cyliner 1	Injection balancing delta speed of Cyliner 3 (D18 = Injector 2)	Injection balancing delta speed of Cyliner 4 (D18 = Injector 3)	Injection balancing delta speed of Cyliner 2	After injection condition	Main injection timing	Pilot1 injection timing demand	Pilot2 injection timing demand	Post1 injection timing demand	Post2 injection timing demand	Rail pressure (demand value)	Rail pressure gap (demand vs actual feedback)	Actual fast indicated mean effective pressure	Actual slow indicated mean effective pressure	Desired fast indicated mean effective pressure	Desired slow indicated mean effective pressure	Idle speed target	Maximum indicated torque	Brake Lamp Switch condition	Oil pressure warning lamp condition	Inching pedal switch condition	Multi torque switch condition	Parking Brake switch condition	PTO switch condition	Water in fuel filter condition	Emergency Switch condition	Total engine running time	Total fuel used by the engine	Total vehicle run time	IMV current demand	Cluth switch condition	EGR valve position	Air mass flow (1 injection cycle)	EGR valve position (AD Conversion)	Manifold air pressure (raw)	Rail pressure (raw)	Intake manifold temperature	Throttle feedback position from AD Conversion	Regeneration state	Glow plugs condition	Ambient temperature	Throttle position (desired)	Actual engine brake torque	Actual indicated torque	Intake port air mass flow	Intake port air mass flow (speed)	Oil pressure	Output temperature from cnts linearization map	SCR inlet temperature	DOC in temperature	Target DOC out temperature (DeSox Mode)	Regen switch is the inhibited state	Air/Fuel ratio	Intake air estimation	EGR valve duty rate (desired)	EGR rate (Intake port)	DeSOx state	Check engine lamp condition	Glow plug warning lamp signal condition	MIL Lamp condition	Supply Module external ambient temperature	Fuel filter pressure	Cam sensor APS value	Cam sensor condition	Crank Sensor APS value	Crank sensor condition	Cam & Crank sensor communicating	IMV current feedback	SCR inducement - fault code repeat state	SCR inducement - speed scaler	SCR inducement - torque scaler	SCR inducement - state	Max torque value	Reduce torque value	Smoke Limit Active condition	Atmospheric pressure	Coolant temp (AD Conversion)	Turbine inlet temperature (AD Conversion)	Manifold air pressure sensor (AD Conversion)	Air mass flow (Feedback)	Fuel tank level	Intake air temperature (Feedback)	Actual Throttle feedback position from AD Conversion	Engine running time (1 driving cycle)	Requested Engine Speed	Filtered EGR flow correction fraction during fail diagnosis conditions	EGR flow diagnosis enabled	Non-corrected intake port fresh air flow	Value of period signal (HFM AMF)	
169	16.9	11.3	01	805	68.0	492.8	0	00	01	96.8	763	811	2765	23.0	00	69.0	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	127.63	184.63	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	24914	01	1410	01	01	838.50	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
170	17.0	11.3	01	805	68.0	492.8	0	00	01	96.8	763	811	2765	23.0	00	69.0	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	127.63	184.63	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	24914	01	1410	01	01	838.50	01	0.0000	0.0000	01	307	181	01	11.0	324	1156	252	509	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
171	17.1	11.3	01	805	68.0	492.8	0	00	01	96.8	763	811	2765	23.0	00	69.0	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	127.63	184.63	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	24914	01	1410	01	01	838.50	01	0.0000	0.0000	01	307	181	01	11.0	320	1172	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	444	
172	17.2	11.3	01	805	68.0	492.8	0	00	01	96.8	763	811	2765	23.0	00	69.0	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	127.63	184.63	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	24914	01	1410	01	01	838.50	01	0.0000	0.0000	01	307	181	01	11.0	320	1172	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.313	444	
173	17.3	11.3	01	805	68.0	507.2	0	00	01	96.8	765	811	2765	23.0	00	69.0	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	104.4	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	127.63	184.63	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	24914	01	1410	01	01	838.50	01	0.0000	0.0000	01	307	181	01	11.0	320	1172	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.313	444	
174	17.4	11.3	01	805	68.0	507.2	0	00	01	96.8	765	811	2765	23.0	00	70.2	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	26	8	0	0	0	28	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	127.63	184.63	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	24914	01	1410	01	01	838.50	01	0.0000	0.0000	01	307	181	01	11.0	320	1172	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.313	444	
175	17.5	11.3	01	805	68.0	507.2	0	00	01	96.8	765	811	2765	23.0	00	70.2	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	26	8	0	0	0	28	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	4931.4	111.2	0.0	00	01	60.8	99	127.63	184.63	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	24914	01	1410	01	01	838.50	01	0.0000	0.0000	01	307	181	01	11.0	320	1172	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.313	444	
176	17.6	11.3	01	805	68.0	507.2	0	00	01	96.8	765	811	2765	23.0	00	70.2	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	26	8	0	0	0	28	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	123.69	180.50	12.78	16.22	559.50	76.1	185.9	238.1	180.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	24914	01	1410	01	01	838.50	01	0.0000	0.0000	01	307	181	01	11.0	320	1172	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.313	444	
177	17.7	11.3	01	805	68.0	507.2	0	00	01	96.8	765	811	2765	23.0	00	70.2	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	26	8	0	0	0	28	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	123.69	180.50	12.91	16.41	564.13	75.7	188.6	240.4	186.4	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	24914	01	1410	01	01	838.50	01	0.0000	0.0000	01	307	181	01	11.0	320	1172	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.313	444	
178	17.8	11.3	01	805	68.0	507.2	0	00	01	96.8	765	811	2765	23.0	00	70.2	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	26	8	0	0	0	28	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	123.69	180.50	12.91	16.41	564.13	75.7	188.6	240.4	186.4	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	16973	01	1328	01	01	821.44	01	0.0000	0.0000	01	307	181	01	11.0	320	1172	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.313	444	
179	17.9	11.3	01	805	68.0	507.2	0	00	01	96.8	765	811	2765	23.0	00	70.2	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	26	8	0	0	0	28	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	123.69	180.50	12.91	16.41	564.13	75.7	188.6	240.4	186.4	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	16973	01	1328	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.313	444	
180	18.0	11.3	01	805	68.0	507.2	0	00	01	96.8	765	811	2765	23.0	00	70.2	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	26	8	0	0	0	28	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	123.69	180.50	12.91	16.41	564.13	75.7	188.6	240.4	186.4	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	16973	01	1328	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	504	0	62.6	0	0.000	0	1.0000	FALSE	16.313	444	
181	18.1	11.3	01	805	68.0	507.2	0	00	01	96.8	765	811	2765	23.0	00	70.2	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	26	8	0	0	0	28	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	123.69	180.50	12.91	16.41	564.13	75.7	188.6	240.4	186.4	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	16973	01	1328	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	504	0	62.6	0	0.000	0	1.0000	FALSE	16.406	433	
182	18.2	11.3	01	805	68.0	521.6	0	00	01	96.8	762	811	2765	23.0	00	70.2	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	35	26	8	0	0	0	28	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	92.8	103.0	114.6	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	123.69	180.50	12.91	16.41	564.13	75.7	188.6	240.4	186.4	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	16973	01	1328	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	504	0	62.6	0	0.000	0	1.0000	FALSE	16.406	433	
183	18.3	11.3	01	805	68.0	521.6	0	00	01	96.8	762	811	2765	23.0	00	71.4	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.300	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	123.69	180.50	12.91	16.41	564.13	75.7	188.6	240.4	186.4	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	16973	01	1328	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	504	0	62.6	0	0.000	0	1.0000	FALSE	16.406	433	
184	18.4	11.3	01	805	68.0	521.6	0	00	01	96.8	762	811	2765	23.0	00	71.4	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	123.69	180.50	12.91	16.41	564.13	75.7	188.6	240.4	186.4	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	16973	01	1328	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	504	0	62.6	0	0.000	0	1.0000	FALSE	16.406	433	
185	18.5	11.3	01	805	68.0	521.6	0	00	01	96.8	762	811	2765	23.0	00	71.4	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	240.4	186.4	00	13.95	-3.50	0.0000	0.0000	00	00	00	00	25.00	0.00	16973	01	1328	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	504	0	62.6	0	0.000	0	1.0000	FALSE	16.406	433	
186	18.6	11.3	01	805	68.0	521.6	0	00	01	96.8	762	811	2765	23.0	00	71.4	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	241.7	186.4	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	16973	01	1328	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	504	0	62.6	0	0.000	0	1.0000	FALSE	16.406	433	
187	18.7	11.3	01	805	68.0	521.6	0	00	01	96.8	762	811	2765	23.0	00	71.4	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	241.7	186.4	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	16432	01	1273	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	504	0	62.6	0	0.000	0	1.0000	FALSE	16.406	433	
188	18.8	11.3	01	805	68.0	521.6	0	00	01	96.8	762	811	2765	23.0	00	71.4	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	241.7	186.4	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	16432	01	1273	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1172	252	504	0	62.6	0	0.000	0	1.0000	FALSE	16.406	433	
189	18.9	11.3	01	805	68.0	521.6	0	00	01	96.8	762	811	2765	23.0	00	71.4	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	241.7	186.4	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	16432	01	1273	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	256	512	0	62.6	0	0.000	0	1.0000	FALSE	16.406	433	
190	19.0	11.3	01	805	68.0	521.6	0	00	01	96.8	762	811	2765	23.0	00	71.4	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	241.7	186.4	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	16432	01	1273	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	256	512	0	62.6	0	0.000	0	1.0000	FALSE	16.344	449	
191	19.1	11.3	01	805	68.0	528.8	0	00	01	96.8	761	811	2765	23.0	00	71.4	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	241.7	186.4	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	16432	01	1273	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	256	512	0	62.6	0	0.000	0	1.0000	FALSE	16.344	449	
192	19.2	11.3	01	805	68.0	528.8	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	72.5	103.0	98.6	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.32	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	241.7	186.4	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	16432	01	1273	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	256	512	0	62.6	0	0.000	0	1.0000	FALSE	16.344	449	
193	19.3	11.3	01	805	68.0	528.8	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	103.0	97.2	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.33	2945.301	830	00	-0.236	12	804	10.4	5076.4	111.2	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	241.7	186.4	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	16432	01	1273	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	256	512	0	62.6	0	0.000	0	1.0000	FALSE	16.344	449	
194	19.4	11.3	01	805	68.0	528.8	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	103.0	97.2	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.33	2945.301	830	00	-0.236	12	804	10.4	5076.4	118.4	0.0	00	01	60.8	99	117.75	174.06	12.78	16.28	563.00	75.2	191.3	241.7	186.4	00	13.95	-3.38	0.0000	0.0000	00	00	00	00	25.00	0.00	16432	01	1273	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	256	512	0	62.6	0	0.000	0	1.0000	FALSE	16.344	449	
195	19.5	11.3	01	805	68.0	528.8	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	103.0	97.2	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.33	2945.301	830	00	-0.236	12	804	10.4	5076.4	118.4	0.0	00	01	60.8	99	121.00	177.06	12.72	16.31	566.44	75.2	194.5	244.4	192.7	00	13.95	-3.47	0.0000	0.0000	00	00	00	00	25.00	0.00	16432	01	1273	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	256	512	0	62.6	0	0.000	0	1.0000	FALSE	16.344	449	
196	19.6	11.3	01	805	68.0	528.8	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	103.0	97.2	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.33	2945.301	830	00	-0.236	12	804	10.4	5076.4	118.4	0.0	00	01	60.8	99	121.00	177.06	12.72	16.31	566.44	75.2	194.5	244.4	192.7	00	13.95	-3.47	0.0000	0.0000	00	00	00	00	25.00	0.00	16481	01	1286	01	01	828.75	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	256	512	0	62.6	0	0.000	0	1.0000	FALSE	16.344	449	
197	19.7	11.3	01	805	68.0	528.8	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	103.0	97.2	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.33	2945.301	830	00	-0.236	12	804	10.4	5076.4	118.4	0.0	00	01	60.8	99	121.00	177.06	12.72	16.31	566.44	75.2	194.5	244.4	192.7	00	13.95	-3.47	0.0000	0.0000	00	00	00	00	25.00	0.00	16481	01	1286	01	01	843.38	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	256	512	0	62.6	0	0.000	0	1.0000	FALSE	16.344	449	
198	19.8	11.3	01	805	68.0	528.8	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	103.0	97.2	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.33	2945.301	830	00	-0.236	12	804	10.4	5076.4	118.4	0.0	00	01	60.8	99	121.00	177.06	12.72	16.31	566.44	75.2	194.5	244.4	192.7	00	13.95	-3.47	0.0000	0.0000	00	00	00	00	25.00	0.00	16481	01	1286	01	01	843.38	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	248	503	0	62.6	0	0.000	0	1.0000	FALSE	16.344	449	
199	19.9	11.3	01	805	68.0	528.8	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	103.0	97.2	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.33	2945.301	830	00	-0.236	12	804	10.4	5076.4	118.4	0.0	00	01	60.8	99	121.00	177.06	12.72	16.31	566.44	75.2	194.5	244.4	192.7	00	13.95	-3.47	0.0000	0.0000	00	00	00	00	25.00	0.00	16481	01	1286	01	01	843.38	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	248	503	0	62.6	0	0.000	0	1.0000	FALSE	16.313	445	
200	20.0	11.3	01	805	68.0	543.2	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	103.0	97.2	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.33	2945.301	830	00	-0.236	12	804	10.4	5076.4	118.4	0.0	00	01	60.8	99	121.00	177.06	12.72	16.31	566.44	75.2	194.5	244.4	192.7	00	13.95	-3.47	0.0000	0.0000	00	00	00	00	25.00	0.00	16481	01	1286	01	01	843.38	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	248	503	0	62.6	0	0.000	0	1.0000	FALSE	16.313	445	
201	20.1	11.3	01	805	68.0	543.2	0	00	01	96.8	761	811	2765	23.0	00	72.5	0	11.0	0	0	0.0	0.0	704	13.1	147.2	0	0	0	36	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	103.0	97.2	116.0	114.6	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.33	2945.301	830	00	-0.236	12	804	10.4	5076.4	118.4	0.0	00	01	60.8	99	121.00	177.06	12.72	16.31	566.44	75.2	194.5	244.4	192.7	00	13.95	-3.47	0.0000	0.0000	00	00	00	00	25.00	0.00	16481	01	1286	01	01	843.38	01	0.0000	0.0000	01	306	181	01	11.0	320	1188	248	503	0	62.6	0	0.000	0	1.0000	FALSE	16.313	445	
