Start Time : 2023-04-21 17:11:27
Frame	Time	Battery voltage	Ignition switch condition	First EGR closed position (AD Conversion)	Fuel Temp Sensor (physical Value)	Turbine inlet temperature (physical value)	EGR valve duty cycle	Brake switch condition	State variable showing the condition of the engine	Coolant temp (physical value)	Engine speed	Number of MDP update failed	Number of MDP update succeed	Total soot mas inside the DPF calulated based on model	Transmission oil temp switch condition	Oil pressure	Pedal position	Atmospheric pressure	Pedal position from potentiometer track 1	Pedal position from potentiometer track 2	Hand pedal position from potentiometer track 1	Hand pedal position from potentiometer track 2	Fuel filter feedback (AD conversion)	Turbine inlet preesure (estimate)	SCR outlet temperature	EGR rate position (demand value)	Throttle valve duty cycle	After fuel quantity (demand)	Total fuel injection quantity	Main fuel injection quantity	Pilot 1 fuel inection quantity	Pilot 2 fuel inection quantity	Post 1 fuel inection quantity	Post 2 fuel inection quantity	Injection balancing delta speed of Cyliner 1	Injection balancing delta speed of Cyliner 3 (D18 = Injector 2)	Injection balancing delta speed of Cyliner 4 (D18 = Injector 3)	Injection balancing delta speed of Cyliner 2	After injection condition	Main injection timing	Pilot1 injection timing demand	Pilot2 injection timing demand	Post1 injection timing demand	Post2 injection timing demand	Rail pressure (demand value)	Rail pressure gap (demand vs actual feedback)	Actual fast indicated mean effective pressure	Actual slow indicated mean effective pressure	Desired fast indicated mean effective pressure	Desired slow indicated mean effective pressure	Idle speed target	Maximum indicated torque	Brake Lamp Switch condition	Oil pressure warning lamp condition	Inching pedal switch condition	Multi torque switch condition	Parking Brake switch condition	PTO switch condition	Water in fuel filter condition	Emergency Switch condition	Total engine running time	Total fuel used by the engine	Total vehicle run time	IMV current demand	Cluth switch condition	EGR valve position	Air mass flow (1 injection cycle)	EGR valve position (AD Conversion)	Manifold air pressure (raw)	Rail pressure (raw)	Intake manifold temperature	Throttle feedback position from AD Conversion	Regeneration state	Glow plugs condition	Ambient temperature	Throttle position (desired)	Actual engine brake torque	Actual indicated torque	Intake port air mass flow	Intake port air mass flow (speed)	Oil pressure	Output temperature from cnts linearization map	SCR inlet temperature	DOC in temperature	Target DOC out temperature (DeSox Mode)	Regen switch is the inhibited state	Air/Fuel ratio	Intake air estimation	EGR valve duty rate (desired)	EGR rate (Intake port)	DeSOx state	Check engine lamp condition	Glow plug warning lamp signal condition	MIL Lamp condition	Supply Module external ambient temperature	Fuel filter pressure	Cam sensor APS value	Cam sensor condition	Crank Sensor APS value	Crank sensor condition	Cam & Crank sensor communicating	IMV current feedback	SCR inducement - fault code repeat state	SCR inducement - speed scaler	SCR inducement - torque scaler	SCR inducement - state	Max torque value	Reduce torque value	Smoke Limit Active condition	Atmospheric pressure	Coolant temp (AD Conversion)	Turbine inlet temperature (AD Conversion)	Manifold air pressure sensor (AD Conversion)	Air mass flow (Feedback)	Fuel tank level	Intake air temperature (Feedback)	Actual Throttle feedback position from AD Conversion	Engine running time (1 driving cycle)	Requested Engine Speed	Filtered EGR flow correction fraction during fail diagnosis conditions	EGR flow diagnosis enabled	Non-corrected intake port fresh air flow	Value of period signal (HFM AMF)	
319	31.9	11.3	01	805	68.0	615.2	0	00	01	96.8	749	811	2765	23.0	00	78.9	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	100.1	94.3	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	118.63	178.44	12.41	15.81	558.38	73.0	222.4	279.5	221.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	21164	01	1265	01	01	816.56	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	16.000	424	
320	32.0	11.3	01	805	68.0	615.2	0	00	01	96.8	749	811	2765	23.0	00	78.9	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	100.1	94.3	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	118.63	178.44	12.41	15.81	558.38	73.0	222.4	279.5	221.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	21164	01	1265	01	01	816.56	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
321	32.1	11.3	01	805	68.0	615.2	0	00	01	96.8	749	811	2765	23.0	00	78.9	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	100.1	94.3	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	118.63	178.44	12.41	15.81	558.38	73.0	222.4	279.5	221.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	21164	01	1265	01	01	816.56	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
322	32.2	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	78.9	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	100.1	94.3	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	118.63	178.44	12.41	15.81	558.38	73.0	222.4	279.5	221.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	21164	01	1265	01	01	816.56	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
323	32.3	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	118.63	178.44	12.41	15.81	558.38	73.0	222.4	279.5	221.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	21164	01	1265	01	01	816.56	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
324	32.4	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	118.63	178.44	12.41	15.81	558.38	73.0	222.4	279.5	221.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	21164	01	1265	01	01	816.56	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
325	32.5	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	118.63	178.44	12.41	15.81	558.38	73.0	222.4	279.5	221.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	21164	01	1265	01	01	816.56	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
326	32.6	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	21164	01	1265	01	01	816.56	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
327	32.7	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.59	0.0000	0.0000	00	00	00	00	25.00	0.00	21164	01	1265	01	01	816.56	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
328	32.8	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.59	0.0000	0.0000	00	00	00	00	25.00	0.00	7981	01	1301	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
329	32.9	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.59	0.0000	0.0000	00	00	00	00	25.00	0.00	7981	01	1301	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	256	491	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
330	33.0	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.59	0.0000	0.0000	00	00	00	00	25.00	0.00	7981	01	1301	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	503	0	62.6	0	0.000	0	1.0000	FALSE	15.813	426	
331	33.1	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.59	0.0000	0.0000	00	00	00	00	25.00	0.00	7981	01	1301	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	503	0	62.6	0	0.000	0	1.0000	FALSE	15.844	426	
332	33.2	11.3	01	805	68.0	615.2	0	00	01	96.8	746	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	154.4	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.59	0.0000	0.0000	00	00	00	00	25.00	0.00	7981	01	1301	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	503	0	62.6	0	0.000	0	1.0000	FALSE	15.844	426	
333	33.3	11.3	01	805	68.0	615.2	0	00	01	96.8	742	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	27	8	0	0	0	28	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-174.0	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.59	0.0000	0.0000	00	00	00	00	25.00	0.00	7981	01	1301	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	503	0	62.6	0	0.000	0	1.0000	FALSE	15.844	426	
334	33.4	11.3	01	805	68.0	615.2	0	00	01	96.8	742	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	101.5	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.304	820	00	-0.236	12	804	10.4	4931.4	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.59	0.0000	0.0000	00	00	00	00	25.00	0.00	7981	01	1301	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	503	0	62.6	0	0.000	0	1.0000	FALSE	15.844	426	
335	33.5	11.3	01	805	68.0	615.2	0	00	01	96.8	742	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	101.5	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	840	00	-0.236	12	804	10.4	5366.5	132.8	0.0	00	01	60.8	99	120.88	171.94	12.31	15.91	560.69	73.0	223.7	284.0	221.5	00	13.95	-3.59	0.0000	0.0000	00	00	00	00	25.00	0.00	7981	01	1301	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	503	0	62.6	0	0.000	0	1.0000	FALSE	15.844	426	
336	33.6	11.3	01	805	68.0	615.2	0	00	01	96.8	742	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	101.5	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	840	00	-0.236	12	804	10.4	5366.5	132.8	0.0	00	01	60.8	99	118.00	175.50	12.25	15.81	560.69	73.0	225.5	286.7	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	7981	01	1301	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	503	0	62.6	0	0.000	0	1.0000	FALSE	15.844	426	
337	33.7	11.3	01	805	68.0	615.2	0	00	01	96.8	742	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	101.5	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	840	00	-0.236	12	804	10.4	5366.5	132.8	0.0	00	01	60.8	99	118.00	175.50	12.25	15.81	560.69	73.0	225.5	286.7	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	848.25	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	503	0	62.6	0	0.000	0	1.0000	FALSE	15.844	426	
338	33.8	11.3	01	805	68.0	615.2	0	00	01	96.8	742	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	101.5	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	840	00	-0.236	12	804	10.4	5366.5	132.8	0.0	00	01	60.8	99	118.00	175.50	12.25	15.81	560.69	73.0	225.5	286.7	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	503	0	62.6	0	0.000	0	1.0000	FALSE	15.844	426	
339	33.9	11.3	01	805	68.0	615.2	0	00	01	96.8	742	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	101.5	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	840	00	-0.236	12	804	10.4	5366.5	132.8	0.0	00	01	60.8	99	118.00	175.50	12.25	15.81	560.69	73.0	225.5	286.7	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	15.844	426	
340	34.0	11.3	01	805	68.0	615.2	0	00	01	96.8	742	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	101.5	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	840	00	-0.236	12	804	10.4	5366.5	132.8	0.0	00	01	60.8	99	118.00	175.50	12.25	15.81	560.69	73.0	225.5	286.7	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
341	34.1	11.3	01	805	68.0	622.4	0	00	01	96.8	742	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	101.5	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	840	00	-0.236	12	804	10.4	5366.5	132.8	0.0	00	01	60.8	99	118.00	175.50	12.25	15.81	560.69	73.0	225.5	286.7	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
342	34.2	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	24	-76	16	0.0	-1	6	-1	-255	-255	5076.4	101.5	92.8	92.8	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	840	00	-0.236	12	804	10.4	5366.5	132.8	0.0	00	01	60.8	99	118.00	175.50	12.25	15.81	560.69	73.0	225.5	286.7	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
343	34.3	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	92.8	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	840	00	-0.236	12	804	10.4	5366.5	132.8	0.0	00	01	60.8	99	118.00	175.50	12.25	15.81	560.69	73.0	225.5	286.7	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
344	34.4	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	92.8	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	820	00	-0.236	12	804	10.4	5221.4	132.8	0.0	00	01	60.8	99	118.00	175.50	12.25	15.81	560.69	73.0	225.5	286.7	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
345	34.5	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	92.8	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	820	00	-0.236	12	804	10.4	5221.4	132.8	0.0	00	01	60.8	99	116.69	174.63	12.16	16.22	560.69	73.0	227.3	288.5	224.2	00	13.95	-3.63	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
346	34.6	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	92.8	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	820	00	-0.236	12	804	10.4	5221.4	132.8	0.0	00	01	60.8	99	116.69	174.63	12.16	16.22	560.69	73.0	227.3	288.5	224.2	00	13.95	-3.72	0.0000	0.0000	00	00	00	00	25.00	0.00	15035	01	1407	01	01	821.44	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
347	34.7	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	92.8	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	820	00	-0.236	12	804	10.4	5221.4	132.8	0.0	00	01	60.8	99	116.69	174.63	12.16	16.22	560.69	73.0	227.3	288.5	224.2	00	13.95	-3.72	0.0000	0.0000	00	00	00	00	25.00	0.00	15011	01	1397	01	01	836.06	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
348	34.8	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	92.8	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	820	00	-0.236	12	804	10.4	5221.4	132.8	0.0	00	01	60.8	99	116.69	174.63	12.16	16.22	560.69	73.0	227.3	288.5	224.2	00	13.95	-3.72	0.0000	0.0000	00	00	00	00	25.00	0.00	15011	01	1397	01	01	836.06	01	0.0000	0.0000	01	306	181	01	11.0	320	1253	252	496	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
349	34.9	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	92.8	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	820	00	-0.236	12	804	10.4	5221.4	132.8	0.0	00	01	60.8	99	116.69	174.63	12.16	16.22	560.69	73.0	227.3	288.5	224.2	00	13.95	-3.72	0.0000	0.0000	00	00	00	00	25.00	0.00	15011	01	1397	01	01	836.06	01	0.0000	0.0000	01	306	181	01	11.0	320	1269	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.250	427	
350	35.0	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	92.8	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	820	00	-0.236	12	804	10.4	5221.4	132.8	0.0	00	01	60.8	99	116.69	174.63	12.16	16.22	560.69	73.0	227.3	288.5	224.2	00	13.95	-3.72	0.0000	0.0000	00	00	00	00	25.00	0.00	15011	01	1397	01	01	836.06	01	0.0000	0.0000	01	306	181	01	11.0	320	1269	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.219	449	
351	35.1	11.3	01	805	68.0	622.4	0	00	01	96.8	758	811	2765	23.0	00	79.5	0	11.0	0	0	0.0	0.0	704	13.1	161.6	0	0	0	35	26	8	0	0	0	32	20	-76	16	0.0	-1	6	-1	-255	-255	5076.4	-130.5	92.8	89.9	116.0	116.0	1024	260	00	00	00	00	01	00	00	00	2886.970	17135.34	2945.305	820	00	-0.236	12	804	10.4	5221.4	132.8	0.0	00	01	60.8	99	116.69	174.63	12.16	16.22	560.69	73.0	227.3	288.5	224.2	00	13.95	-3.72	0.0000	0.0000	00	00	00	00	25.00	0.00	15011	01	1397	01	01	836.06	01	0.0000	0.0000	01	306	181	01	11.0	320	1269	252	495	0	62.6	0	0.000	0	1.0000	FALSE	16.219	449	
